codigo_cid,capitulo_cid
O43,Gravidez
O430,Gravidez
O431,Gravidez
O438,Gravidez
O439,Gravidez
O44,Gravidez
O440,Gravidez
O441,Gravidez
O45,Gravidez
O450,Gravidez
O458,Gravidez
O459,Gravidez
O46,Gravidez
O460,Gravidez
O468,Gravidez
O469,Gravidez
O47,Gravidez
O470,Gravidez
O471,Gravidez
O479,Gravidez
O48,Gravidez
O60,Gravidez
O600,Gravidez
O601,Gravidez
O602,Gravidez
O61,Gravidez
O610,Gravidez
O611,Gravidez
O618,Gravidez
O619,Gravidez
O62,Gravidez
O620,Gravidez
O621,Gravidez
O622,Gravidez
O623,Gravidez
O624,Gravidez
O628,Gravidez
O629,Gravidez
O63,Gravidez
O630,Gravidez
O631,Gravidez
O632,Gravidez
O639,Gravidez
O64,Gravidez
O640,Gravidez
O641,Gravidez
O642,Gravidez
O643,Gravidez
O644,Gravidez
O645,Gravidez
O648,Gravidez
O649,Gravidez
O65,Gravidez
O650,Gravidez
O651,Gravidez
O652,Gravidez
O653,Gravidez
O654,Gravidez
O655,Gravidez
O658,Gravidez
O659,Gravidez
O66,Gravidez
O660,Gravidez
O661,Gravidez
O662,Gravidez
O663,Gravidez
O664,Gravidez
O665,Gravidez
O668,Gravidez
O669,Gravidez
O67,Gravidez
O670,Gravidez
O678,Gravidez
O679,Gravidez
O68,Gravidez
O680,Gravidez
O681,Gravidez
O682,Gravidez
O683,Gravidez
O688,Gravidez
O689,Gravidez
O69,Gravidez
O690,Gravidez
O691,Gravidez
O692,Gravidez
O693,Gravidez
O694,Gravidez
O695,Gravidez
O698,Gravidez
O699,Gravidez
O70,Gravidez
O700,Gravidez
O701,Gravidez
O702,Gravidez
O703,Gravidez
O709,Gravidez
O71,Gravidez
O710,Gravidez
O711,Gravidez
O712,Gravidez
O713,Gravidez
O714,Gravidez
O715,Gravidez
O716,Gravidez
O717,Gravidez
O718,Gravidez
O719,Gravidez
O72,Gravidez
O720,Gravidez
O721,Gravidez
O722,Gravidez
O723,Gravidez
O73,Gravidez
O730,Gravidez
O731,Gravidez
O74,Gravidez
O740,Gravidez
O741,Gravidez
O742,Gravidez
O743,Gravidez
O744,Gravidez
O745,Gravidez
O746,Gravidez
O747,Gravidez
O748,Gravidez
O749,Gravidez
O75,Gravidez
O750,Gravidez
O751,Gravidez
O752,Gravidez
O753,Gravidez
O754,Gravidez
O755,Gravidez
O756,Gravidez
O757,Gravidez
O758,Gravidez
O759,Gravidez
O80,Gravidez
O800,Gravidez
O801,Gravidez
O808,Gravidez
O809,Gravidez
O81,Gravidez
O810,Gravidez
O811,Gravidez
O812,Gravidez
O813,Gravidez
O814,Gravidez
O815,Gravidez
O82,Gravidez
O820,Gravidez
O821,Gravidez
O822,Gravidez
O828,Gravidez
O829,Gravidez
O83,Gravidez
O830,Gravidez
O831,Gravidez
O832,Gravidez
O833,Gravidez
O834,Gravidez
O838,Gravidez
O839,Gravidez
O84,Gravidez
O840,Gravidez
O841,Gravidez
O842,Gravidez
O848,Gravidez
O849,Gravidez
O85,Gravidez
O86,Gravidez
O860,Gravidez
O861,Gravidez
O862,Gravidez
O863,Gravidez
O864,Gravidez
O868,Gravidez
O87,Gravidez
O870,Gravidez
O871,Gravidez
O872,Gravidez
O873,Gravidez
O878,Gravidez
O879,Gravidez
O88,Gravidez
O880,Gravidez
O881,Gravidez
O882,Gravidez
O883,Gravidez
O888,Gravidez
O89,Gravidez
O890,Gravidez
O891,Gravidez
O892,Gravidez
O893,Gravidez
O894,Gravidez
O895,Gravidez
O896,Gravidez
O898,Gravidez
O899,Gravidez
O90,Gravidez
O900,Gravidez
O901,Gravidez
O902,Gravidez
O903,Gravidez
O904,Gravidez
O905,Gravidez
O908,Gravidez
O909,Gravidez
O91,Gravidez
O910,Gravidez
O911,Gravidez
O912,Gravidez
O92,Gravidez
O920,Gravidez
O921,Gravidez
O922,Gravidez
O923,Gravidez
O924,Gravidez
O925,Gravidez
O926,Gravidez
O927,Gravidez
O94,Gravidez
O95,Gravidez
O96,Gravidez
O97,Gravidez
O98,Gravidez
O980,Gravidez
O981,Gravidez
O982,Gravidez
O983,Gravidez
O984,Gravidez
O985,Gravidez
O986,Gravidez
O988,Gravidez
O989,Gravidez
O99,Gravidez
O990,Gravidez
O991,Gravidez
O992,Gravidez
O993,Gravidez
O994,Gravidez
O995,Gravidez
O996,Gravidez
O997,Gravidez
O998,Gravidez
P00,Perinatal
P000,Perinatal
P001,Perinatal
P002,Perinatal
P003,Perinatal
P004,Perinatal
P005,Perinatal
P006,Perinatal
P007,Perinatal
P008,Perinatal
P009,Perinatal
P01,Perinatal
P010,Perinatal
P011,Perinatal
P012,Perinatal
P013,Perinatal
P014,Perinatal
P015,Perinatal
P016,Perinatal
P017,Perinatal
P018,Perinatal
P019,Perinatal
P02,Perinatal
P020,Perinatal
P021,Perinatal
P022,Perinatal
P023,Perinatal
P024,Perinatal
P025,Perinatal
P026,Perinatal
P027,Perinatal
P028,Perinatal
P029,Perinatal
P03,Perinatal
P030,Perinatal
P031,Perinatal
P032,Perinatal
P033,Perinatal
P034,Perinatal
P035,Perinatal
P036,Perinatal
P038,Perinatal
P039,Perinatal
P04,Perinatal
P040,Perinatal
P041,Perinatal
P042,Perinatal
P043,Perinatal
P044,Perinatal
P045,Perinatal
P046,Perinatal
P048,Perinatal
P049,Perinatal
P05,Perinatal
P050,Perinatal
P051,Perinatal
P052,Perinatal
P059,Perinatal
P07,Perinatal
P070,Perinatal
P071,Perinatal
P072,Perinatal
P073,Perinatal
P08,Perinatal
P080,Perinatal
P081,Perinatal
P082,Perinatal
P10,Perinatal
P100,Perinatal
P101,Perinatal
P102,Perinatal
P103,Perinatal
P104,Perinatal
P108,Perinatal
P109,Perinatal
P11,Perinatal
P110,Perinatal
P111,Perinatal
P112,Perinatal
P113,Perinatal
P114,Perinatal
P115,Perinatal
P119,Perinatal
P12,Perinatal
P120,Perinatal
P121,Perinatal
P122,Perinatal
P123,Perinatal
P124,Perinatal
P128,Perinatal
P129,Perinatal
P13,Perinatal
P130,Perinatal
P131,Perinatal
P132,Perinatal
P133,Perinatal
P134,Perinatal
P138,Perinatal
P139,Perinatal
P14,Perinatal
P140,Perinatal
P141,Perinatal
P142,Perinatal
P143,Perinatal
P148,Perinatal
P149,Perinatal
P15,Perinatal
P150,Perinatal
P151,Perinatal
P152,Perinatal
P153,Perinatal
P154,Perinatal
P155,Perinatal
P156,Perinatal
P158,Perinatal
P159,Perinatal
P20,Perinatal
P200,Perinatal
P201,Perinatal
P209,Perinatal
P21,Perinatal
P210,Perinatal
P211,Perinatal
P219,Perinatal
P22,Perinatal
P220,Perinatal
P221,Perinatal
P228,Perinatal
P229,Perinatal
P23,Perinatal
P230,Perinatal
P231,Perinatal
P232,Perinatal
P233,Perinatal
P234,Perinatal
P235,Perinatal
P236,Perinatal
P238,Perinatal
P239,Perinatal
P24,Perinatal
P240,Perinatal
P241,Perinatal
P242,Perinatal
P243,Perinatal
P248,Perinatal
P249,Perinatal
P25,Perinatal
P250,Perinatal
P251,Perinatal
P252,Perinatal
P253,Perinatal
P258,Perinatal
P26,Perinatal
P260,Perinatal
P261,Perinatal
P268,Perinatal
P269,Perinatal
P27,Perinatal
P270,Perinatal
P271,Perinatal
P278,Perinatal
P279,Perinatal
P28,Perinatal
P280,Perinatal
P281,Perinatal
P282,Perinatal
P283,Perinatal
P284,Perinatal
P285,Perinatal
P288,Perinatal
P289,Perinatal
P29,Perinatal
P290,Perinatal
P291,Perinatal
P292,Perinatal
P293,Perinatal
P294,Perinatal
P298,Perinatal
P299,Perinatal
P35,Perinatal
P350,Perinatal
P351,Perinatal
P352,Perinatal
P353,Perinatal
P358,Perinatal
P359,Perinatal
P36,Perinatal
P360,Perinatal
P361,Perinatal
P362,Perinatal
P363,Perinatal
P364,Perinatal
P365,Perinatal
P368,Perinatal
P369,Perinatal
P37,Perinatal
P370,Perinatal
P371,Perinatal
P372,Perinatal
P373,Perinatal
P374,Perinatal
P375,Perinatal
P378,Perinatal
P379,Perinatal
P38,Perinatal
P39,Perinatal
P390,Perinatal
P391,Perinatal
P392,Perinatal
P393,Perinatal
P394,Perinatal
P398,Perinatal
P399,Perinatal
P50,Perinatal
P500,Perinatal
P501,Perinatal
P502,Perinatal
P503,Perinatal
P504,Perinatal
P505,Perinatal
P508,Perinatal
P509,Perinatal
P51,Perinatal
P510,Perinatal
P518,Perinatal
P519,Perinatal
P52,Perinatal
P520,Perinatal
P521,Perinatal
P522,Perinatal
P523,Perinatal
P524,Perinatal
P525,Perinatal
P526,Perinatal
P528,Perinatal
P529,Perinatal
P53,Perinatal
P54,Perinatal
P540,Perinatal
P541,Perinatal
P542,Perinatal
P543,Perinatal
P544,Perinatal
P545,Perinatal
P546,Perinatal
P548,Perinatal
P549,Perinatal
P55,Perinatal
P550,Perinatal
P551,Perinatal
P558,Perinatal
P559,Perinatal
P56,Perinatal
P560,Perinatal
P569,Perinatal
P57,Perinatal
P570,Perinatal
P578,Perinatal
P579,Perinatal
P58,Perinatal
P580,Perinatal
P581,Perinatal
P582,Perinatal
P583,Perinatal
P584,Perinatal
P585,Perinatal
P588,Perinatal
P589,Perinatal
P59,Perinatal
P590,Perinatal
P591,Perinatal
P592,Perinatal
P593,Perinatal
P598,Perinatal
P599,Perinatal
P60,Perinatal
P61,Perinatal
P610,Perinatal
P611,Perinatal
P612,Perinatal
P613,Perinatal
P614,Perinatal
P615,Perinatal
P616,Perinatal
P618,Perinatal
P619,Perinatal
P70,Perinatal
P700,Perinatal
P701,Perinatal
P702,Perinatal
P703,Perinatal
P704,Perinatal
P708,Perinatal
P709,Perinatal
P71,Perinatal
P710,Perinatal
P711,Perinatal
P712,Perinatal
P713,Perinatal
P714,Perinatal
P718,Perinatal
P719,Perinatal
P72,Perinatal
P720,Perinatal
P721,Perinatal
P722,Perinatal
P728,Perinatal
P729,Perinatal
P74,Perinatal
P740,Perinatal
P741,Perinatal
P742,Perinatal
P743,Perinatal
P744,Perinatal
P745,Perinatal
P748,Perinatal
P749,Perinatal
P75,Perinatal
P76,Perinatal
P760,Perinatal
P761,Perinatal
P762,Perinatal
P768,Perinatal
P769,Perinatal
P77,Perinatal
P78,Perinatal
P780,Perinatal
P781,Perinatal
P782,Perinatal
P783,Perinatal
P788,Perinatal
P789,Perinatal
P80,Perinatal
P800,Perinatal
P808,Perinatal
P809,Perinatal
P81,Perinatal
P810,Perinatal
P818,Perinatal
P819,Perinatal
P83,Perinatal
P830,Perinatal
P831,Perinatal
P832,Perinatal
P833,Perinatal
P834,Perinatal
P835,Perinatal
P836,Perinatal
P838,Perinatal
P839,Perinatal
P90,Perinatal
P91,Perinatal
P910,Perinatal
P911,Perinatal
P912,Perinatal
P913,Perinatal
P914,Perinatal
P915,Perinatal
P916,Perinatal
P918,Perinatal
P919,Perinatal
P92,Perinatal
P920,Perinatal
P921,Perinatal
P922,Perinatal
P923,Perinatal
P924,Perinatal
P925,Perinatal
P928,Perinatal
P929,Perinatal
P93,Perinatal
P94,Perinatal
P940,Perinatal
P941,Perinatal
P942,Perinatal
P948,Perinatal
P949,Perinatal
P95,Perinatal
P96,Perinatal
P960,Perinatal
P961,Perinatal
P962,Perinatal
P963,Perinatal
P964,Perinatal
P965,Perinatal
P968,Perinatal
P969,Perinatal
Q00,Congênitas
Q000,Congênitas
Q001,Congênitas
Q002,Congênitas
Q01,Congênitas
Q010,Congênitas
Q011,Congênitas
Q012,Congênitas
Q018,Congênitas
Q019,Congênitas
Q02,Congênitas
Q03,Congênitas
Q030,Congênitas
Q031,Congênitas
Q038,Congênitas
Q039,Congênitas
Q04,Congênitas
Q040,Congênitas
Q041,Congênitas
Q042,Congênitas
Q043,Congênitas
Q044,Congênitas
Q045,Congênitas
Q046,Congênitas
Q048,Congênitas
Q049,Congênitas
Q05,Congênitas
Q050,Congênitas
Q051,Congênitas
Q052,Congênitas
Q053,Congênitas
Q054,Congênitas
Q055,Congênitas
Q056,Congênitas
Q057,Congênitas
Q058,Congênitas
Q059,Congênitas
Q06,Congênitas
Q060,Congênitas
Q061,Congênitas
Q062,Congênitas
Q063,Congênitas
Q064,Congênitas
Q068,Congênitas
Q069,Congênitas
Q07,Congênitas
Q070,Congênitas
Q078,Congênitas
Q079,Congênitas
Q10,Congênitas
Q100,Congênitas
Q101,Congênitas
Q102,Congênitas
Q103,Congênitas
Q104,Congênitas
Q105,Congênitas
Q106,Congênitas
Q107,Congênitas
Q11,Congênitas
Q110,Congênitas
Q111,Congênitas
Q112,Congênitas
Q113,Congênitas
Q12,Congênitas
Q120,Congênitas
Q121,Congênitas
Q122,Congênitas
Q123,Congênitas
Q124,Congênitas
Q128,Congênitas
Q129,Congênitas
Q13,Congênitas
Q130,Congênitas
Q131,Congênitas
Q132,Congênitas
Q133,Congênitas
Q134,Congênitas
Q135,Congênitas
Q138,Congênitas
Q139,Congênitas
Q14,Congênitas
Q140,Congênitas
Q141,Congênitas
Q142,Congênitas
Q143,Congênitas
Q148,Congênitas
Q149,Congênitas
Q15,Congênitas
Q150,Congênitas
Q158,Congênitas
Q159,Congênitas
Q16,Congênitas
Q160,Congênitas
Q161,Congênitas
Q162,Congênitas
Q163,Congênitas
Q164,Congênitas
Q165,Congênitas
Q169,Congênitas
Q17,Congênitas
Q170,Congênitas
Q171,Congênitas
Q172,Congênitas
Q173,Congênitas
Q174,Congênitas
Q175,Congênitas
Q178,Congênitas
Q179,Congênitas
Q18,Congênitas
Q180,Congênitas
Q181,Congênitas
Q182,Congênitas
Q183,Congênitas
Q184,Congênitas
Q185,Congênitas
Q186,Congênitas
Q187,Congênitas
Q188,Congênitas
Q189,Congênitas
Q20,Congênitas
Q200,Congênitas
Q201,Congênitas
Q202,Congênitas
Q203,Congênitas
Q204,Congênitas
Q205,Congênitas
Q206,Congênitas
Q208,Congênitas
Q209,Congênitas
Q21,Congênitas
Q210,Congênitas
Q211,Congênitas
Q212,Congênitas
Q213,Congênitas
Q214,Congênitas
Q218,Congênitas
Q219,Congênitas
Q22,Congênitas
Q220,Congênitas
Q221,Congênitas
Q222,Congênitas
Q223,Congênitas
Q224,Congênitas
Q225,Congênitas
Q226,Congênitas
Q228,Congênitas
Q229,Congênitas
Q23,Congênitas
Q230,Congênitas
Q231,Congênitas
Q232,Congênitas
Q233,Congênitas
Q234,Congênitas
Q238,Congênitas
Q239,Congênitas
Q24,Congênitas
Q240,Congênitas
Q241,Congênitas
Q242,Congênitas
Q243,Congênitas
Q244,Congênitas
Q245,Congênitas
Q246,Congênitas
Q248,Congênitas
Q249,Congênitas
Q25,Congênitas
Q250,Congênitas
Q251,Congênitas
Q252,Congênitas
Q253,Congênitas
Q254,Congênitas
Q255,Congênitas
Q256,Congênitas
Q257,Congênitas
Q258,Congênitas
Q259,Congênitas
Q26,Congênitas
Q260,Congênitas
Q261,Congênitas
Q262,Congênitas
Q263,Congênitas
Q264,Congênitas
Q265,Congênitas
Q266,Congênitas
Q268,Congênitas
Q269,Congênitas
Q27,Congênitas
Q270,Congênitas
Q271,Congênitas
Q272,Congênitas
Q273,Congênitas
Q274,Congênitas
Q278,Congênitas
Q279,Congênitas
Q28,Congênitas
Q280,Congênitas
Q281,Congênitas
Q282,Congênitas
Q283,Congênitas
Q288,Congênitas
Q289,Congênitas
Q30,Congênitas
Q300,Congênitas
Q301,Congênitas
Q302,Congênitas
Q303,Congênitas
Q308,Congênitas
Q309,Congênitas
Q31,Congênitas
Q310,Congênitas
Q311,Congênitas
Q312,Congênitas
Q313,Congênitas
Q315,Congênitas
Q318,Congênitas
Q319,Congênitas
Q32,Congênitas
Q320,Congênitas
Q321,Congênitas
Q322,Congênitas
Q323,Congênitas
Q324,Congênitas
Q33,Congênitas
Q330,Congênitas
Q331,Congênitas
Q332,Congênitas
Q333,Congênitas
Q334,Congênitas
Q335,Congênitas
Q336,Congênitas
Q338,Congênitas
Q339,Congênitas
Q34,Congênitas
Q340,Congênitas
Q341,Congênitas
Q348,Congênitas
Q349,Congênitas
Q35,Congênitas
Q351,Congênitas
Q353,Congênitas
Q355,Congênitas
Q357,Congênitas
Q359,Congênitas
Q36,Congênitas
Q360,Congênitas
Q361,Congênitas
Q369,Congênitas
Q37,Congênitas
Q370,Congênitas
Q371,Congênitas
Q372,Congênitas
Q373,Congênitas
Q374,Congênitas
Q375,Congênitas
Q378,Congênitas
Q379,Congênitas
Q38,Congênitas
Q380,Congênitas
Q381,Congênitas
Q382,Congênitas
Q383,Congênitas
Q384,Congênitas
Q385,Congênitas
Q386,Congênitas
Q387,Congênitas
Q388,Congênitas
Q39,Congênitas
Q390,Congênitas
Q391,Congênitas
Q392,Congênitas
Q393,Congênitas
Q394,Congênitas
Q395,Congênitas
Q396,Congênitas
Q398,Congênitas
Q399,Congênitas
Q40,Congênitas
Q400,Congênitas
Q401,Congênitas
Q402,Congênitas
Q403,Congênitas
Q408,Congênitas
Q409,Congênitas
Q41,Congênitas
Q410,Congênitas
Q411,Congênitas
Q412,Congênitas
Q418,Congênitas
Q419,Congênitas
Q42,Congênitas
Q420,Congênitas
Q421,Congênitas
Q422,Congênitas
Q423,Congênitas
Q428,Congênitas
Q429,Congênitas
Q43,Congênitas
Q430,Congênitas
Q431,Congênitas
Q432,Congênitas
Q433,Congênitas
Q434,Congênitas
Q435,Congênitas
Q436,Congênitas
Q437,Congênitas
Q438,Congênitas
Q439,Congênitas
Q44,Congênitas
Q440,Congênitas
Q441,Congênitas
Q442,Congênitas
Q443,Congênitas
Q444,Congênitas
Q445,Congênitas
Q446,Congênitas
Q447,Congênitas
Q45,Congênitas
Q450,Congênitas
Q451,Congênitas
Q452,Congênitas
Q453,Congênitas
Q458,Congênitas
Q459,Congênitas
Q50,Congênitas
Q500,Congênitas
Q501,Congênitas
Q502,Congênitas
Q503,Congênitas
Q504,Congênitas
Q505,Congênitas
Q506,Congênitas
Q51,Congênitas
Q510,Congênitas
Q511,Congênitas
Q512,Congênitas
Q513,Congênitas
Q514,Congênitas
Q515,Congênitas
Q516,Congênitas
Q517,Congênitas
Q518,Congênitas
Q519,Congênitas
Q52,Congênitas
Q520,Congênitas
Q521,Congênitas
Q522,Congênitas
Q523,Congênitas
Q524,Congênitas
Q525,Congênitas
Q526,Congênitas
Q527,Congênitas
Q528,Congênitas
Q529,Congênitas
Q53,Congênitas
Q530,Congênitas
Q531,Congênitas
Q532,Congênitas
Q539,Congênitas
Q54,Congênitas
Q540,Congênitas
Q541,Congênitas
Q542,Congênitas
Q543,Congênitas
Q544,Congênitas
Q548,Congênitas
Q549,Congênitas
Q55,Congênitas
Q550,Congênitas
Q551,Congênitas
Q552,Congênitas
Q553,Congênitas
Q554,Congênitas
Q555,Congênitas
Q556,Congênitas
Q558,Congênitas
Q559,Congênitas
Q56,Congênitas
Q560,Congênitas
Q561,Congênitas
Q562,Congênitas
Q563,Congênitas
Q564,Congênitas
Q60,Congênitas
Q600,Congênitas
Q601,Congênitas
Q602,Congênitas
Q603,Congênitas
Q604,Congênitas
Q605,Congênitas
Q606,Congênitas
Q61,Congênitas
Q610,Congênitas
Q611,Congênitas
Q612,Congênitas
Q613,Congênitas
Q614,Congênitas
Q615,Congênitas
Q618,Congênitas
Q619,Congênitas
Q62,Congênitas
Q620,Congênitas
Q621,Congênitas
Q622,Congênitas
Q623,Congênitas
Q624,Congênitas
Q625,Congênitas
Q626,Congênitas
Q627,Congênitas
Q628,Congênitas
Q63,Congênitas
Q630,Congênitas
Q631,Congênitas
Q632,Congênitas
Q633,Congênitas
Q638,Congênitas
Q639,Congênitas
Q64,Congênitas
Q640,Congênitas
Q641,Congênitas
Q642,Congênitas
Q643,Congênitas
Q644,Congênitas
Q645,Congênitas
Q646,Congênitas
Q647,Congênitas
Q648,Congênitas
Q649,Congênitas
Q65,Congênitas
Q650,Congênitas
Q651,Congênitas
Q652,Congênitas
Q653,Congênitas
Q654,Congênitas
Q655,Congênitas
Q656,Congênitas
Q658,Congênitas
Q659,Congênitas
Q66,Congênitas
Q660,Congênitas
Q661,Congênitas
Q662,Congênitas
Q663,Congênitas
Q664,Congênitas
Q665,Congênitas
Q666,Congênitas
Q667,Congênitas
Q668,Congênitas
Q669,Congênitas
Q67,Congênitas
Q670,Congênitas
Q671,Congênitas
Q672,Congênitas
Q673,Congênitas
Q674,Congênitas
Q675,Congênitas
Q676,Congênitas
Q677,Congênitas
Q678,Congênitas
Q68,Congênitas
Q680,Congênitas
Q681,Congênitas
Q682,Congênitas
Q683,Congênitas
Q684,Congênitas
Q685,Congênitas
Q688,Congênitas
Q69,Congênitas
Q690,Congênitas
Q691,Congênitas
Q692,Congênitas
Q699,Congênitas
Q70,Congênitas
Q700,Congênitas
Q701,Congênitas
Q702,Congênitas
Q703,Congênitas
Q704,Congênitas
Q709,Congênitas
Q71,Congênitas
Q710,Congênitas
Q711,Congênitas
Q712,Congênitas
Q713,Congênitas
Q714,Congênitas
Q715,Congênitas
Q716,Congênitas
Q718,Congênitas
Q719,Congênitas
Q72,Congênitas
Q720,Congênitas
Q721,Congênitas
Q722,Congênitas
Q723,Congênitas
Q724,Congênitas
Q725,Congênitas
Q726,Congênitas
Q727,Congênitas
Q728,Congênitas
Q729,Congênitas
Q73,Congênitas
Q730,Congênitas
Q731,Congênitas
Q738,Congênitas
Q74,Congênitas
Q740,Congênitas
Q741,Congênitas
Q742,Congênitas
Q743,Congênitas
Q748,Congênitas
Q749,Congênitas
Q75,Congênitas
Q750,Congênitas
Q751,Congênitas
Q752,Congênitas
Q753,Congênitas
Q754,Congênitas
Q755,Congênitas
Q758,Congênitas
Q759,Congênitas
Q76,Congênitas
Q760,Congênitas
Q761,Congênitas
Q762,Congênitas
Q763,Congênitas
Q764,Congênitas
Q765,Congênitas
Q766,Congênitas
Q767,Congênitas
Q768,Congênitas
Q769,Congênitas
Q77,Congênitas
Q770,Congênitas
Q771,Congênitas
Q772,Congênitas
Q773,Congênitas
Q774,Congênitas
Q775,Congênitas
Q776,Congênitas
Q777,Congênitas
Q778,Congênitas
Q779,Congênitas
Q78,Congênitas
Q780,Congênitas
Q781,Congênitas
Q782,Congênitas
Q783,Congênitas
Q784,Congênitas
Q785,Congênitas
Q786,Congênitas
Q788,Congênitas
Q789,Congênitas
Q79,Congênitas
Q790,Congênitas
Q791,Congênitas
Q792,Congênitas
Q793,Congênitas
Q794,Congênitas
Q795,Congênitas
Q796,Congênitas
Q798,Congênitas
Q799,Congênitas
Q80,Congênitas
Q800,Congênitas
Q801,Congênitas
Q802,Congênitas
Q803,Congênitas
Q804,Congênitas
Q808,Congênitas
Q809,Congênitas
Q81,Congênitas
Q810,Congênitas
Q811,Congênitas
Q812,Congênitas
Q818,Congênitas
Q819,Congênitas
Q82,Congênitas
Q820,Congênitas
Q821,Congênitas
Q822,Congênitas
Q823,Congênitas
Q824,Congênitas
Q825,Congênitas
Q828,Congênitas
Q829,Congênitas
Q83,Congênitas
Q830,Congênitas
Q831,Congênitas
Q832,Congênitas
Q833,Congênitas
Q838,Congênitas
Q839,Congênitas
Q84,Congênitas
Q840,Congênitas
Q841,Congênitas
Q842,Congênitas
Q843,Congênitas
Q844,Congênitas
Q845,Congênitas
Q846,Congênitas
Q848,Congênitas
Q849,Congênitas
Q85,Congênitas
Q850,Congênitas
Q851,Congênitas
Q858,Congênitas
Q859,Congênitas
Q86,Congênitas
Q860,Congênitas
Q861,Congênitas
Q862,Congênitas
Q868,Congênitas
Q87,Congênitas
Q870,Congênitas
Q871,Congênitas
Q872,Congênitas
Q873,Congênitas
Q874,Congênitas
Q875,Congênitas
Q878,Congênitas
Q89,Congênitas
Q890,Congênitas
Q891,Congênitas
Q892,Congênitas
Q893,Congênitas
Q894,Congênitas
Q897,Congênitas
Q898,Congênitas
Q899,Congênitas
Q90,Congênitas
Q900,Congênitas
Q901,Congênitas
Q902,Congênitas
Q909,Congênitas
Q91,Congênitas
Q910,Congênitas
Q911,Congênitas
Q912,Congênitas
Q913,Congênitas
Q914,Congênitas
Q915,Congênitas
Q916,Congênitas
Q917,Congênitas
Q92,Congênitas
Q920,Congênitas
Q921,Congênitas
Q922,Congênitas
Q923,Congênitas
Q924,Congênitas
Q925,Congênitas
Q926,Congênitas
Q927,Congênitas
Q928,Congênitas
Q929,Congênitas
Q93,Congênitas
Q930,Congênitas
Q931,Congênitas
Q932,Congênitas
Q933,Congênitas
Q934,Congênitas
Q935,Congênitas
Q936,Congênitas
Q937,Congênitas
Q938,Congênitas
Q939,Congênitas
Q95,Congênitas
Q950,Congênitas
Q951,Congênitas
Q952,Congênitas
Q953,Congênitas
Q954,Congênitas
Q955,Congênitas
Q958,Congênitas
Q959,Congênitas
Q96,Congênitas
Q960,Congênitas
Q961,Congênitas
Q962,Congênitas
Q963,Congênitas
Q964,Congênitas
Q968,Congênitas
Q969,Congênitas
Q97,Congênitas
Q970,Congênitas
Q971,Congênitas
Q972,Congênitas
Q973,Congênitas
Q978,Congênitas
Q979,Congênitas
Q98,Congênitas
Q980,Congênitas
Q981,Congênitas
Q982,Congênitas
Q983,Congênitas
Q984,Congênitas
Q985,Congênitas
Q986,Congênitas
Q987,Congênitas
Q988,Congênitas
Q989,Congênitas
Q99,Congênitas
Q990,Congênitas
Q991,Congênitas
Q992,Congênitas
Q998,Congênitas
Q999,Congênitas
R00,Sintomas
R000,Sintomas
R001,Sintomas
R002,Sintomas
R008,Sintomas
R01,Sintomas
R010,Sintomas
R011,Sintomas
R012,Sintomas
R02,Sintomas
R03,Sintomas
R030,Sintomas
R031,Sintomas
R04,Sintomas
R040,Sintomas
R041,Sintomas
R042,Sintomas
R048,Sintomas
R049,Sintomas
R05,Sintomas
R06,Sintomas
R060,Sintomas
R061,Sintomas
R062,Sintomas
R063,Sintomas
R064,Sintomas
R065,Sintomas
R066,Sintomas
R067,Sintomas
R068,Sintomas
R07,Sintomas
R070,Sintomas
R071,Sintomas
R072,Sintomas
R073,Sintomas
R074,Sintomas
R09,Sintomas
R090,Sintomas
R091,Sintomas
R092,Sintomas
R093,Sintomas
R098,Sintomas
R10,Sintomas
R100,Sintomas
R101,Sintomas
R102,Sintomas
R103,Sintomas
R104,Sintomas
R11,Sintomas
R12,Sintomas
R13,Sintomas
R14,Sintomas
R15,Sintomas
R16,Sintomas
R160,Sintomas
R161,Sintomas
R162,Sintomas
R17,Sintomas
R18,Sintomas
R19,Sintomas
R190,Sintomas
R191,Sintomas
R192,Sintomas
R193,Sintomas
R194,Sintomas
R195,Sintomas
R196,Sintomas
R198,Sintomas
R20,Sintomas
R200,Sintomas
R201,Sintomas
R202,Sintomas
R203,Sintomas
R208,Sintomas
R21,Sintomas
R22,Sintomas
R220,Sintomas
R221,Sintomas
R222,Sintomas
R223,Sintomas
R224,Sintomas
R227,Sintomas
R229,Sintomas
R23,Sintomas
R230,Sintomas
R231,Sintomas
R232,Sintomas
R233,Sintomas
R234,Sintomas
R238,Sintomas
R25,Sintomas
R250,Sintomas
R251,Sintomas
R252,Sintomas
R253,Sintomas
R258,Sintomas
R26,Sintomas
R260,Sintomas
R261,Sintomas
R262,Sintomas
R268,Sintomas
R27,Sintomas
R270,Sintomas
R278,Sintomas
R29,Sintomas
R290,Sintomas
R291,Sintomas
R292,Sintomas
R293,Sintomas
R294,Sintomas
R296,sintomas 
R298,Sintomas
R30,Sintomas
R300,Sintomas
R301,Sintomas
R309,Sintomas
R31,Sintomas
R32,Sintomas
R33,Sintomas
R34,Sintomas
R35,Sintomas
R36,Sintomas
R39,Sintomas
R390,Sintomas
R391,Sintomas
R392,Sintomas
R398,Sintomas
R40,Sintomas
R400,Sintomas
R401,Sintomas
R402,Sintomas
R41,Sintomas
R410,Sintomas
R411,Sintomas
R412,Sintomas
R413,Sintomas
R418,Sintomas
